-3.29	3.77
-3.99	4.48
-0.45	0.89
-1.15	1.63
-1.86	2.35
-2.57	3.07
-3.28	3.78
-3.98	4.49
-0.44	0.90
-1.14	1.64
-1.85	2.36
-2.56	3.07
-3.27	3.79
-3.97	4.50
-0.43	0.90
-1.13	1.65
-1.84	2.37
-2.55	3.08
-3.26	3.79
-3.96	4.51
-0.42	0.91
-1.12	1.65
-1.83	2.38
-2.54	3.09
-3.25	3.80
-3.95	4.51
-0.41	0.91
-1.11	1.66
-1.82	2.38
-2.53	3.10
-3.24	3.81
-3.94	4.52
-0.40	0.92
-1.10	1.67
-1.81	2.39
-2.52	3.11
-3.23	3.82
-3.93	4.53
-0.39	0.92
-1.09	1.67
-1.80	2.40
-2.51	3.12
-3.22	3.83
-3.92	4.54
-0.38	0.93
-1.08	1.68
-1.79	2.41
-2.50	3.12
-3.21	3.84
-3.91	4.55
-0.37	0.93
-1.07	1.69
-1.78	2.41
-2.49	3.13
-3.20	3.85
-3.90	4.56
-0.36	0.93
-1.06	1.69
-1.77	2.42
-2.48	3.14
-3.19	3.85
-3.89	4.57
-0.35	0.94
-1.05	1.70
-1.76	2.43
-2.47	3.15
-3.18	3.86
-3.88	4.57
-0.34	0.94
-1.04	1.71
-1.75	2.44
-2.46	3.16
-3.17	3.87
-3.87	4.58
-0.33	0.94
-1.03	1.71
-1.74	2.44
-2.45	3.16
-3.16	3.88
-3.86	4.59
-0.32	0.95
-1.02	1.72
-1.73	2.45
-2.44	3.17
-3.15	3.89
-3.85	4.60
-0.31	0.95
-1.01	1.72
-1.72	2.46
-2.43	3.18
-3.14	3.89
-3.84	4.61
-0.30	0.95
-1.00	1.73
-1.71	2.46
-2.42	3.19
-3.13	3.90
-3.83	4.62
-0.29	0.96
-0.99	1.74
-1.70	2.47
-2.41	3.19
-3.12	3.91
-3.82	4.62
-0.28	0.96
-0.98	1.74
-1.69	2.48
-2.40	3.20
-3.11	3.92
-3.81	4.63
-0.27	0.96
-0.97	1.75
-1.68	2.48
-2.39	3.21
-3.10	3.93
-3.80	4.64
-0.26	0.97
-0.96	1.75
-1.67	2.49
-2.38	3.22
-3.09	3.93
-3.79	4.65
-0.25	0.97
-0.95	1.76
-1.66	2.50
-2.37	3.22
-3.08	3.94
-3.78	4.66
-0.24	0.97
-0.94	1.76
-1.65	2.50
-2.36	3.23
-3.07	3.95
-3.77	4.67
-0.23	0.97
-0.93	1.77
-1.64	2.51
-2.35	3.24
-3.06	3.96
-3.76	4.67
-0.22	0.98
-0.92	1.77
-1.63	2.52
-2.34	3.25
-3.05	3.97
-3.75	4.68
-0.21	0.98
-0.91	1.78
-1.62	2.52
-2.33	3.25
-3.04	3.97
-3.74	4.69
-0.20	0.98
-0.90	1.78
-1.61	2.53
-2.32	3.26
-3.03	3.98
-3.73	4.70
-0.19	0.98
-0.89	1.79
-1.60	2.54
-2.31	3.27
-3.02	3.99
-3.72	4.71
-0.18	0.98
-0.88	1.79
-1.59	2.54
-2.30	3.27
-3.01	4.00
-3.71	4.71
-0.17	0.99
-0.87	1.80
-1.58	2.55
-2.29	3.28
-3.00	4.00
-3.70	4.72
-0.16	0.99
-0.86	1.80
-1.57	2.56
-2.28	3.29
-2.99	4.01
-3.69	4.73
-0.15	0.99
-0.85	1.81
-1.56	2.56
-2.27	3.29
-2.98	4.02
-3.68	4.74
-0.14	0.99
-0.84	1.81
-1.55	2.57
-2.26	3.30
-2.97	4.03
-3.67	4.74
-0.13	0.99
-0.83	1.82
-1.54	2.57
-2.25	3.31
-2.96	4.03
-3.66	4.75
-0.12	0.99
-0.82	1.82
-1.53	2.58
-2.24	3.32
-2.95	4.04
-3.65	4.76
-0.11	0.99
-0.81	1.83
-1.52	2.59
-2.23	3.32
-2.94	4.05
-3.64	4.77
-0.10	1.00
-0.80	1.83
-1.51	2.59
-2.22	3.33
-2.93	4.05
-3.63	4.78
-0.09	1.00
-0.79	1.84
-1.50	2.60
-2.21	3.34
-2.92	4.06
-3.62	4.78
-0.08	1.00
-0.78	1.84
-1.49	2.60
-2.20	3.34
-2.91	4.07
-3.61	4.79
-0.07	1.00
-0.77	1.84
-1.48	2.61
-2.19	3.35
-2.90	4.08
-3.60	4.80
-0.06	1.00
-0.76	1.85
-1.47	2.61
-2.18	3.35
-2.89	4.08
-3.59	4.81
-0.05	1.00
-0.75	1.85
-1.46	2.62
-2.17	3.36
-2.88	4.09
-3.58	4.81
-0.04	1.00
-0.74	1.86
-1.45	2.63
-2.16	3.37
-2.87	4.10
-3.57	4.82
-0.03	1.00
-0.73	1.86
-1.44	2.63
-2.15	3.37
-2.86	4.10
-3.56	4.83
-0.02	1.00
-0.72	1.86
-1.43	2.64
-2.14	3.38
-2.85	4.11
-3.55	4.84
-0.01	1.00
-0.71	1.87
-1.42	2.64
-2.13	3.39
-2.84	4.12
-3.54	4.84
0.00	1.00
-0.70	1.87
-1.41	2.65
-2.12	3.39
-2.83	4.13
-3.53	4.85
0.01	1.00
-0.69	1.88
-1.40	2.65
-2.11	3.40
-2.82	4.13
-3.52	4.86
0.02	1.00
-0.68	1.88
-1.39	2.66
-2.10	3.41
-2.81	4.14
-3.51	4.86
0.03	1.00
-0.67	1.88
-1.38	2.66
-2.09	3.41
-2.80	4.15
-3.50	4.87
0.04	1.00
-0.66	1.89
-1.37	2.67
-2.08	3.42
-2.79	4.15
-3.49	4.88
0.05	1.00
-0.65	1.89
-1.36	2.67
-2.07	3.42
-2.78	4.16
-3.48	4.89
0.06	1.00
-0.64	1.89
-1.35	2.68
-2.06	3.43
-2.77	4.17
-3.47	4.89
0.07	1.00
-0.63	1.90
-1.34	2.68
-2.05	3.44
-2.76	4.17
-3.46	4.90
0.08	1.00
-0.62	1.90
-1.33	2.69
-2.04	3.44
-2.75	4.18
-3.45	4.91
0.09	1.00
-0.61	1.90
-1.32	2.69
-2.03	3.45
-2.74	4.19
-3.44	4.91
0.10	0.99
-0.60	1.91
-1.31	2.70
-2.02	3.45
-2.73	4.19
-3.43	4.92
0.11	0.99
-0.59	1.91
-1.30	2.70
-2.01	3.46
-2.72	4.20
-3.42	4.93
0.12	0.99
-0.58	1.91
-1.29	2.71
-2.00	3.47
-2.71	4.20
-3.41	4.93
0.13	0.99
-0.57	1.92
-1.28	2.71
-1.99	3.47
-2.70	4.21
-3.40	4.94
0.14	0.99
-0.56	1.92
-1.27	2.72
-1.98	3.48
-2.69	4.22
-3.39	4.95
0.15	0.99
-0.55	1.92
-1.26	2.72
-1.97	3.48
-2.68	4.22
-3.38	4.96
0.16	0.99
-0.54	1.92
-1.25	2.73
-1.96	3.49
-2.67	4.23
-3.37	4.96
0.17	0.98
-0.53	1.93
-1.24	2.73
-1.95	3.49
-2.66	4.24
-3.36	4.97
0.18	0.98
-0.52	1.93
-1.23	2.74
-1.94	3.50
-2.65	4.24
-3.35	4.98
0.19	0.98
-0.51	1.93
-1.22	2.74
-1.93	3.50
-2.64	4.25
-3.34	4.98
0.20	0.98
-0.50	1.94
-1.21	2.74
-1.92	3.51
-2.63	4.26
-3.33	4.99
0.21	0.98
-0.49	1.94
-1.20	2.75
-1.91	3.52
-2.62	4.26
-3.32	5.00
0.22	0.97
-0.48	1.94
-1.19	2.75
-1.90	3.52
-2.61	4.27
-3.31	5.00
0.23	0.97
-0.47	1.94
-1.18	2.76
-1.89	3.53
-2.60	4.27
-3.30	5.01
0.24	0.97
-0.46	1.95
-1.17	2.76
-1.88	3.53
-2.59	4.28
-3.29	5.02
0.25	0.97
-0.45	1.95
-1.16	2.77
-1.87	3.54
-2.58	4.29
-3.28	5.02
0.26	0.96
-0.44	1.95
-1.15	2.77
-1.86	3.54
-2.57	4.29
-3.27	5.03
0.27	0.96
-0.43	1.95
-1.14	2.77
-1.85	3.55
-2.56	4.30
-3.26	5.04
0.28	0.96
-0.42	1.95
-1.13	2.78
-1.84	3.55
-2.55	4.30
-3.25	5.04
0.29	0.96
-0.41	1.96
-1.12	2.78
-1.83	3.56
-2.54	4.31
-3.24	5.05
0.30	0.95
-0.40	1.96
-1.11	2.79
-1.82	3.56
-2.53	4.32
-3.23	5.05
0.31	0.95
-0.39	1.96
-1.10	2.79
-1.81	3.57
-2.52	4.32
-3.22	5.06
0.32	0.95
-0.38	1.96
-1.09	2.79
-1.80	3.57
-2.51	4.33
-3.21	5.07
0.33	0.94
-0.37	1.96
-1.08	2.80
-1.79	3.58
-2.50	4.33
-3.20	5.07
0.34	0.94
-0.36	1.97
-1.07	2.80
-1.78	3.58
-2.49	4.34
-3.19	5.08
0.35	0.94
-0.35	1.97
-1.06	2.81
-1.77	3.59
-2.48	4.34
-3.18	5.09
0.36	0.93
-0.34	1.97
-1.05	2.81
-1.76	3.59
-2.47	4.35
-3.17	5.09
0.37	0.93
-0.33	1.97
-1.04	2.81
-1.75	3.60
-2.46	4.36
-3.16	5.10
0.38	0.92
-0.32	1.97
-1.03	2.82
-1.74	3.60
-2.45	4.36
-3.15	5.10
0.39	0.92
-0.31	1.98
-1.02	2.82
-1.73	3.61
-2.44	4.37
-3.14	5.11
0.40	0.92
-0.30	1.98
-1.01	2.82
-1.72	3.61
-2.43	4.37
-3.13	5.12
0.41	0.91
-0.29	1.98
-1.00	2.83
-1.71	3.62
-2.42	4.38
-3.12	5.12
0.42	0.91
-0.28	1.98
-0.99	2.83
-1.70	3.62
-2.41	4.38
-3.11	5.13
0.43	0.90
-0.27	1.98
-0.98	2.83
-1.69	3.63
-2.40	4.39
-3.10	5.14
0.44	0.90
-0.26	1.98
-0.97	2.84
-1.68	3.63
-2.39	4.39
-3.09	5.14
0.45	0.89
-0.25	1.98
-0.96	2.84
-1.67	3.64
-2.38	4.40
-3.08	5.15
0.46	0.89
-0.24	1.99
-0.95	2.85
-1.66	3.64
-2.37	4.41
-3.07	5.15
0.47	0.88
-0.23	1.99
-0.94	2.85
-1.65	3.64
-2.36	4.41
-3.06	5.16
0.48	0.88
-0.22	1.99
-0.93	2.85
-1.64	3.65
-2.35	4.42
-3.05	5.17
0.49	0.87
-0.21	1.99
-0.92	2.86
-1.63	3.65
-2.34	4.42
-3.04	5.17
0.50	0.86
-0.20	1.99
-0.91	2.86
-1.62	3.66
-2.33	4.43
-3.03	5.18
0.51	0.86
-0.19	1.99
-0.90	2.86
-1.61	3.66
-2.32	4.43
-3.02	5.18
0.52	0.85
-0.18	1.99
-0.89	2.86
-1.60	3.67
-2.31	4.44
-3.01	5.19
0.53	0.85
-0.17	1.99
-0.88	2.87
-1.59	3.67
-2.30	4.44
-3.00	5.19
0.54	0.84
-0.16	1.99
-0.87	2.87
-1.58	3.68
-2.29	4.45
-2.99	5.20
0.55	0.83
-0.15	1.99
-0.86	2.87
-1.57	3.68
-2.28	4.45
-2.98	5.21
0.56	0.83
-0.14	1.99
-0.85	2.88
-1.56	3.68
-2.27	4.46
-2.97	5.21
0.57	0.82
-0.13	2.00
-0.84	2.88
-1.55	3.69
-2.26	4.46
-2.96	5.22
0.58	0.81
-0.12	2.00
-0.83	2.88
-1.54	3.69
-2.25	4.47
-2.95	5.22
0.59	0.81
-0.11	2.00
-0.82	2.89
-1.53	3.70
-2.24	4.47
-2.94	5.23
0.60	0.80
-0.10	2.00
-0.81	2.89
-1.52	3.70
-2.23	4.48
-2.93	5.23
0.61	0.79
-0.09	2.00
-0.80	2.89
-1.51	3.70
-2.22	4.48
-2.92	5.24
0.62	0.78
-0.08	2.00
-0.79	2.89
-1.50	3.71
-2.21	4.49
-2.91	5.25
0.63	0.77
-0.07	2.00
-0.78	2.90
-1.49	3.71
-2.20	4.49
-2.90	5.25
0.64	0.77
-0.06	2.00
-0.77	2.90
-1.48	3.72
-2.19	4.50
-2.89	5.26
0.65	0.76
-0.05	2.00
-0.76	2.90
-1.47	3.72
-2.18	4.50
-2.88	5.26
0.66	0.75
-0.04	2.00
-0.75	2.90
-1.46	3.72
-2.17	4.51
-2.87	5.27
0.67	0.74
-0.03	2.00
-0.74	2.91
-1.45	3.73
-2.16	4.51
-2.86	5.27
0.68	0.73
-0.02	2.00
-0.73	2.91
-1.44	3.73
-2.15	4.52
-2.85	5.28
0.69	0.72
-0.01	2.00
-0.72	2.91
-1.43	3.74
-2.14	4.52
-2.84	5.28
0.70	0.71
-0.00	2.00
-0.71	2.91
-1.42	3.74
-2.13	4.53
-2.83	5.29
0.71	0.70
0.01	2.00
-0.70	2.92
-1.41	3.74
-2.12	4.53
-2.82	5.29
0.70	0.71
0.02	2.00
-0.69	2.92
-1.40	3.75
-2.11	4.54
-2.81	5.30
0.69	0.72
0.03	2.00
-0.68	2.92
-1.39	3.75
-2.10	4.54
-2.80	5.31
0.68	0.73
0.04	2.00
-0.67	2.92
-1.38	3.75
-2.09	4.54
-2.79	5.31
0.67	0.74
0.05	2.00
-0.66	2.93
-1.37	3.76
-2.08	4.55
-2.78	5.32
0.66	0.75
0.06	2.00
-0.65	2.93
-1.36	3.76
-2.07	4.55
-2.77	5.32
0.65	0.76
0.07	2.00
-0.64	2.93
-1.35	3.77
-2.06	4.56
-2.76	5.33
0.64	0.77
0.08	2.00
-0.63	2.93
-1.34	3.77
-2.05	4.56
-2.75	5.33
0.63	0.77
0.09	2.00
-0.62	2.93
-1.33	3.77
-2.04	4.57
-2.74	5.34
0.62	0.78
0.10	2.00
-0.61	2.94
-1.32	3.78
-2.03	4.57
-2.73	5.34
0.61	0.79
0.11	2.00
-0.60	2.94
-1.31	3.78
-2.02	4.58
-2.72	5.35
0.60	0.80
0.12	2.00
-0.59	2.94
-1.30	3.78
-2.01	4.58
-2.71	5.35
0.59	0.81
0.13	2.00
-0.58	2.94
-1.29	3.79
-2.00	4.58
-2.70	5.36
0.58	0.81
0.14	2.00
-0.57	2.95
-1.28	3.79
-1.99	4.59
-2.69	5.36
0.57	0.82
0.15	1.99
-0.56	2.95
-1.27	3.79
-1.98	4.59
-2.68	5.37
0.56	0.83
0.16	1.99
-0.55	2.95
-1.26	3.80
-1.97	4.60
-2.67	5.37
0.55	0.83
0.17	1.99
-0.54	2.95
-1.25	3.80
-1.96	4.60
-2.66	5.38
0.54	0.84
0.18	1.99
-0.53	2.95
-1.24	3.80
-1.95	4.61
-2.65	5.38
0.53	0.85
0.19	1.99
-0.52	2.95
-1.23	3.81
-1.94	4.61
-2.64	5.39
0.52	0.85
0.20	1.99
-0.51	2.96
-1.22	3.81
-1.93	4.61
-2.63	5.39
0.51	0.86
0.21	1.99
-0.50	2.96
-1.21	3.81
-1.92	4.62
-2.62	5.40
0.50	0.86
0.22	1.99
-0.49	2.96
-1.20	3.82
-1.91	4.62
-2.61	5.40
0.49	0.87
0.23	1.99
-0.48	2.96
-1.19	3.82
-1.90	4.63
-2.60	5.41
0.48	0.88
0.24	1.99
-0.47	2.96
-1.18	3.82
-1.89	4.63
-2.59	5.41
0.47	0.88
0.25	1.98
-0.46	2.96
-1.17	3.83
-1.88	4.63
-2.58	5.42
0.46	0.89
0.26	1.98
-0.45	2.97
-1.16	3.83
-1.87	4.64
-2.57	5.42
0.45	0.89
0.27	1.98
-0.44	2.97
-1.15	3.83
-1.86	4.64
-2.56	5.43
0.44	0.90
0.28	1.98
-0.43	2.97
-1.14	3.83
-1.85	4.65
-2.55	5.43
0.43	0.90
0.29	1.98
-0.42	2.97
-1.13	3.84
-1.84	4.65
-2.54	5.43
0.42	0.91
0.30	1.98
-0.41	2.97
-1.12	3.84
-1.83	4.65
-2.53	5.44
0.41	0.91
0.31	1.98
-0.40	2.97
-1.11	3.84
-1.82	4.66
-2.52	5.44
0.40	0.92
0.32	1.97
-0.39	2.97
-1.10	3.85
-1.81	4.66
-2.51	5.45
0.39	0.92
0.33	1.97
-0.38	2.98
-1.09	3.85
-1.80	4.67
-2.50	5.45
0.38	0.92
0.34	1.97
-0.37	2.98
-1.08	3.85
-1.79	4.67
-2.49	5.46
0.37	0.93
0.35	1.97
-0.36	2.98
-1.07	3.85
-1.78	4.67
-2.48	5.46
0.36	0.93
0.36	1.97
-0.35	2.98
-1.06	3.86
-1.77	4.68
-2.47	5.47
0.35	0.94
0.37	1.97
-0.34	2.98
-1.05	3.86
-1.76	4.68
-2.46	5.47
0.34	0.94
0.38	1.96
-0.33	2.98
-1.04	3.86
-1.75	4.69
-2.45	5.48
0.33	0.94
0.39	1.96
-0.32	2.98
-1.03	3.87
-1.74	4.69
-2.44	5.48
0.32	0.95
0.40	1.96
-0.31	2.98
-1.02	3.87
-1.73	4.69
-2.43	5.48
0.31	0.95
0.41	1.96
-0.30	2.98
-1.01	3.87
-1.72	4.70
-2.42	5.49
0.30	0.95
0.42	1.96
-0.29	2.99
-1.00	3.87
-1.71	4.70
-2.41	5.49
0.29	0.96
0.43	1.95
-0.28	2.99
-0.99	3.88
-1.70	4.70
-2.40	5.50
0.28	0.96
0.44	1.95
-0.27	2.99
-0.98	3.88
-1.69	4.71
-2.39	5.50
0.27	0.96
0.45	1.95
-0.26	2.99
-0.97	3.88
-1.68	4.71
-2.38	5.51
0.26	0.96
0.46	1.95
-0.25	2.99
-0.96	3.88
-1.67	4.71
-2.37	5.51
0.25	0.97
0.47	1.95
-0.24	2.99
-0.95	3.89
-1.66	4.72
-2.36	5.52
0.24	0.97
0.48	1.94
-0.23	2.99
-0.94	3.89
-1.65	4.72
-2.35	5.52
0.23	0.97
0.49	1.94
-0.22	2.99
-0.93	3.89
-1.64	4.72
-2.34	5.52
0.22	0.97
0.50	1.94
-0.21	2.99
-0.92	3.89
-1.63	4.73
-2.33	5.53
0.21	0.98
0.51	1.93
-0.20	2.99
-0.91	3.90
-1.62	4.73
-2.32	5.53
0.20	0.98
0.52	1.93
-0.19	2.99
-0.90	3.90
-1.61	4.74
-2.31	5.54
0.19	0.98
0.53	1.93
-0.18	2.99
-0.89	3.90
-1.60	4.74
-2.30	5.54
0.18	0.98
0.54	1.93
-0.17	3.00
-0.88	3.90
-1.59	4.74
-2.29	5.54
0.17	0.98
0.55	1.92
-0.16	3.00
-0.87	3.90
-1.58	4.75
-2.28	5.55
0.16	0.99
0.56	1.92
-0.15	3.00
-0.86	3.91
-1.57	4.75
-2.27	5.55
0.15	0.99
0.57	1.92
-0.14	3.00
-0.85	3.91
-1.56	4.75
-2.26	5.56
0.14	0.99
0.58	1.92
-0.13	3.00
-0.84	3.91
-1.55	4.76
-2.25	5.56
0.13	0.99
0.59	1.91
-0.12	3.00
-0.83	3.91
-1.54	4.76
-2.24	5.57
0.12	0.99
0.60	1.91
-0.11	3.00
-0.82	3.92
-1.53	4.76
-2.23	5.57
0.11	0.99
0.61	1.91
-0.10	3.00
-0.81	3.92
-1.52	4.76
-2.22	5.57
0.10	0.99
0.62	1.90
-0.09	3.00
-0.80	3.92
-1.51	4.77
-2.21	5.58
0.09	1.00
0.63	1.90
-0.08	3.00
-0.79	3.92
-1.50	4.77
-2.20	5.58
0.08	1.00
0.64	1.90
-0.07	3.00
-0.78	3.92
-1.49	4.77
-2.19	5.59
0.07	1.00
0.65	1.89
-0.06	3.00
-0.77	3.93
-1.48	4.78
-2.18	5.59
0.06	1.00
0.66	1.89
-0.05	3.00
-0.76	3.93
-1.47	4.78
-2.17	5.59
0.05	1.00
0.67	1.89
-0.04	3.00
-0.75	3.93
-1.46	4.78
-2.16	5.60
0.04	1.00
0.68	1.88
-0.03	3.00
-0.74	3.93
-1.45	4.79
-2.15	5.60
0.03	1.00
0.69	1.88
-0.02	3.00
-0.73	3.93
-1.44	4.79
-2.14	5.60
0.02	1.00
0.70	1.88
-0.01	3.00
-0.72	3.93
-1.43	4.79
-2.13	5.61
0.01	1.00
0.71	1.87
-0.00	3.00
-0.71	3.94
-1.42	4.80
-2.12	5.61
0.00	1.00
0.72	1.87
0.01	3.00
-0.70	3.94
-1.41	4.80
-2.11	5.62
-0.01	1.00
0.73	1.86
0.02	3.00
-0.69	3.94
-1.40	4.80
-2.10	5.62
-0.02	1.00
0.74	1.86
0.03	3.00
-0.68	3.94
-1.39	4.80
-2.09	5.62
-0.03	1.00
0.75	1.86
0.04	3.00
-0.67	3.94
-1.38	4.81
-2.08	5.63
-0.04	1.00
0.76	1.85
0.05	3.00
-0.66	3.95
-1.37	4.81
-2.07	5.63
-0.05	1.00
0.77	1.85
0.06	3.00
-0.65	3.95
-1.36	4.81
-2.06	5.63
-0.06	1.00
0.78	1.84
0.07	3.00
-0.64	3.95
-1.35	4.82
-2.05	5.64
-0.07	1.00
0.79	1.84
0.08	3.00
-0.63	3.95
-1.34	4.82
-2.04	5.64
-0.08	1.00
0.80	1.83
0.09	3.00
-0.62	3.95
-1.33	4.82
-2.03	5.65
-0.09	1.00
0.81	1.83
0.10	3.00
-0.61	3.95
-1.32	4.82
-2.02	5.65
-0.10	1.00
0.82	1.83
0.11	3.00
-0.60	3.95
-1.31	4.83
-2.01	5.65
-0.11	0.99
0.83	1.82
0.12	3.00
-0.59	3.96
-1.30	4.83
-2.00	5.66
-0.12	0.99
0.84	1.82
0.13	3.00
-0.58	3.96
-1.29	4.83
-1.99	5.66
-0.13	0.99
0.85	1.81
0.14	3.00
-0.57	3.96
-1.28	4.83
-1.98	5.66
-0.14	0.99
0.86	1.81
0.15	3.00
-0.56	3.96
-1.27	4.84
-1.97	5.67
-0.15	0.99
0.87	1.80
0.16	3.00
-0.55	3.96
-1.26	4.84
-1.96	5.67
-0.16	0.99
0.88	1.80
0.17	3.00
-0.54	3.96
-1.25	4.84
-1.95	5.67
-0.17	0.99
0.89	1.79
0.18	2.99
-0.53	3.96
-1.24	4.84
-1.94	5.68
-0.18	0.98
0.90	1.79
0.19	2.99
-0.52	3.97
-1.23	4.85
-1.93	5.68
-0.19	0.98
0.91	1.78
0.20	2.99
-0.51	3.97
-1.22	4.85
-1.92	5.68
-0.20	0.98
0.92	1.78
0.21	2.99
-0.50	3.97
-1.21	4.85
-1.91	5.69
-0.21	0.98
0.93	1.77
0.22	2.99
-0.49	3.97
-1.20	4.85
-1.90	5.69
-0.22	0.98
0.94	1.77
0.23	2.99
-0.48	3.97
-1.19	4.86
-1.89	5.69
-0.23	0.97
0.95	1.76
0.24	2.99
-0.47	3.97
-1.18	4.86
-1.88	5.70
-0.24	0.97
0.96	1.76
0.25	2.99
-0.46	3.97
-1.17	4.86
-1.87	5.70
-0.25	0.97
0.97	1.75
0.26	2.99
-0.45	3.97
-1.16	4.86
-1.86	5.70
-0.26	0.97
0.98	1.75
0.27	2.99
-0.44	3.98
-1.15	4.87
-1.85	5.71
-0.27	0.96
0.99	1.74
0.28	2.99
-0.43	3.98
-1.14	4.87
-1.84	5.71
-0.28	0.96
1.00	1.73
0.29	2.99
-0.42	3.98
-1.13	4.87
-1.83	5.71
-0.29	0.96
1.01	1.73
0.30	2.99
-0.41	3.98
-1.12	4.87
-1.82	5.72
-0.30	0.95
1.02	1.72
0.31	2.98
-0.40	3.98
-1.11	4.88
-1.81	5.72
-0.31	0.95
1.03	1.72
0.32	2.98
-0.39	3.98
-1.10	4.88
-1.80	5.72
-0.32	0.95
1.04	1.71
0.33	2.98
-0.38	3.98
-1.09	4.88
-1.79	5.73
-0.33	0.94
1.05	1.70
0.34	2.98
-0.37	3.98
-1.08	4.88
-1.78	5.73
-0.34	0.94
1.06	1.70
0.35	2.98
-0.36	3.98
-1.07	4.89
-1.77	5.73
-0.35	0.94
1.07	1.69
0.36	2.98
-0.35	3.98
-1.06	4.89
-1.76	5.74
-0.36	0.93
1.08	1.69
0.37	2.98
-0.34	3.99
-1.05	4.89
-1.75	5.74
-0.37	0.93
1.09	1.68
0.38	2.98
-0.33	3.99
-1.04	4.89
-1.74	5.74
-0.38	0.93
1.10	1.67
0.39	2.97
-0.32	3.99
-1.03	4.89
-1.73	5.74
-0.39	0.92
1.11	1.67
0.40	2.97
-0.31	3.99
-1.02	4.90
-1.72	5.75
-0.40	0.92
1.12	1.66
0.41	2.97
-0.30	3.99
-1.01	4.90
-1.71	5.75
-0.41	0.91
1.13	1.65
0.42	2.97
-0.29	3.99
-1.00	4.90
-1.70	5.75
-0.42	0.91
1.14	1.65
0.43	2.97
-0.28	3.99
-0.99	4.90
-1.69	5.76
-0.43	0.90
1.15	1.64
0.44	2.97
-0.27	3.99
-0.98	4.90
-1.68	5.76
-0.44	0.90
1.16	1.63
0.45	2.97
-0.26	3.99
-0.97	4.91
-1.67	5.76
-0.45	0.89
1.17	1.63
0.46	2.96
-0.25	3.99
-0.96	4.91
-1.66	5.77
-0.46	0.89
1.18	1.62
0.47	2.96
-0.24	3.99
-0.95	4.91
-1.65	5.77
-0.47	0.88
1.19	1.61
0.48	2.96
-0.23	3.99
-0.94	4.91
-1.64	5.77
-0.48	0.88
1.20	1.60
0.49	2.96
-0.22	3.99
-0.93	4.91
-1.63	5.77
-0.49	0.87
1.21	1.60
0.50	2.96
-0.21	3.99
-0.92	4.92
-1.62	5.78
-0.50	0.87
1.22	1.59
0.51	2.96
-0.20	4.00
-0.91	4.92
-1.61	5.78
-0.51	0.86
1.23	1.58
0.52	2.95
-0.19	4.00
-0.90	4.92
-1.60	5.78
-0.52	0.86
1.24	1.57
0.53	2.95
-0.18	4.00
-0.89	4.92
-1.59	5.78
-0.53	0.85
